,dummy,trail,region,date,description,condition,link
240,,Cyprus,Horeshan,"Aug 6, 2020 @ 9:04pmAug 6, 2020",,Dry,view
241,,Cyprus Liar switch,Horeshan,"Aug 6, 2020 @ 9:04pmAug 6, 2020",,Dry,view
242,,S's On The Black,Horeshan,"Aug 6, 2020 @ 9:04pmAug 6, 2020",,Very Dry,view
243,,S's to New Zealand,Horeshan,"Aug 6, 2020 @ 9:04pmAug 6, 2020",,Dry,view
244,,Viper,Horeshan,"Aug 6, 2020 @ 9:04pmAug 6, 2020",,Very Dry,view
245,,Millis,Horeshan,"Aug 6, 2020 @ 7:36pmAug 6, 2020",,Very Dry,view
246,,Discovery,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Very Dry,view
247,,The Bench,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
248,,Iron Safe,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
249,,Snapir Portal,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
250,,Good Descent,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Very Dry,view
251,,Promenade,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
252,,Descent from the Oak,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
253,,Turn Back,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
254,,Connector,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
255,,The Hook,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
256,,Avi Snapir,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Very Dry,view
257,,Snapir Gateport,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
258,,Northern Descent,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",Leaking sewage crosses trail reporter,Dry,view
259,,Alonim Cemetery Forest,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Dry,view
260,,Zvika,Kiryat Tivon,"Jul 31, 2020 @ 8:42pmJul 31, 2020",reporter,Very Dry,view
261,,Descent to the Hai-Bar,Mt. Carmel National Park,"Jul 30, 2020 @ 10:27pmJul 30, 2020",,Dry,view
262,,The Goats,Mt. Carmel National Park,"Jul 30, 2020 @ 10:27pmJul 30, 2020",,Dry,view
263,,Short Finale,Mt. Carmel National Park,"Jul 30, 2020 @ 10:27pmJul 30, 2020",,Dry,view
264,,The Orange,Horeshan,"Jul 30, 2020 @ 7:37pmJul 30, 2020",,Very Dry,view
265,,Ethiopia,Horeshan,"Jul 30, 2020 @ 7:37pmJul 30, 2020",,Very Dry,view
266,,Forest Road (HaNasham),Horeshan,"Jul 30, 2020 @ 7:37pmJul 30, 2020",,Dry,view
267,,Kashmir,Zihron Ya'akov,"Jul 30, 2020 @ 7:37pmJul 30, 2020",,Very Dry,view
268,,Jump It,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Ideal,view
269,,The Installations,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Variable,view
270,,The Avenue,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Ideal,view
271,,The Short,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Variable,view
272,,Forest Road,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Ideal,view
273,,Aloney Yitshak East,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",,Ideal,view
274,,Aloney Yitshak West,Kfar Glikson,"Jul 29, 2020 @ 7:54pmJul 29, 2020",יש שער בקר חדש ביציאה לכביש,Variable,view
275,,T Line,Misgav,"Jul 28, 2020 @ 3:25pmJul 28, 2020",The trail is not maintained any more,Very Dry,view
276,,Sewerage system,The Forester's House,"Jul 27, 2020 @ 9:20pmJul 27, 2020",,Dry,view
277,,Snail Hunting,Mishmar HaEmek,"Jul 23, 2020 @ 10:14pmJul 23, 2020",E-Bike,Very Dry,view
278,,Ehud 3,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
279,,Cyprus,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Very Dry,view
280,,Forest Road,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
281,,Behind The Fence,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
282,,Across The Hill,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
283,,Cyprus Liar switch,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Very Dry,view
284,,Ehud 3 extension,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
285,,Forest Road,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
286,,Colourfull Movie,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
287,,Hunters - Ehud 4,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
288,,Ehud 6,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
289,,Ehud 1,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
290,,Ehud 10,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
291,,Ehud 5,Horeshan,"Jul 23, 2020 @ 9:00pmJul 23, 2020",,Dry,view
292,,Bay View,Mt. Carmel National Park,"Jul 23, 2020 @ 7:43amJul 23, 2020",,Unknown,view
293,,Mad Cow,Kfar HaHoresh,"Jul 22, 2020 @ 11:37amJul 22, 2020",,Very Dry,view
294,,Orange Connection,Horeshan,"Jul 20, 2020 @ 8:53pmJul 20, 2020",,Very Dry,view
295,,The Orange,Horeshan,"Jul 20, 2020 @ 8:48pmJul 20, 2020",E-Bike,Dry,view
296,,Sri Lanka,Horeshan,"Jul 20, 2020 @ 8:48pmJul 20, 2020",E-Bike,Very Dry,view
297,,Shafshafan,Horeshan,"Jul 20, 2020 @ 8:48pmJul 20, 2020",E-Bike,Very Dry,view
298,,Treasure Island,The Forester's House,"Jul 16, 2020 @ 10:10pmJul 16, 2020",,Dry,view
299,,The Brain,Mishmar HaEmek,"Jul 16, 2020 @ 9:24pmJul 16, 2020",E-Bike,Very Dry,view
300,,Plums,Mishmar HaEmek,"Jul 16, 2020 @ 9:24pmJul 16, 2020",E-Bike,Very Dry,view
301,,Tom's climb,Mishmar HaEmek,"Jul 16, 2020 @ 9:24pmJul 16, 2020",E-Bike,Very Dry,view
302,,Pitel,Mishmar HaEmek,"Jul 16, 2020 @ 9:15pmJul 16, 2020",,Very Dry,view
303,,Kfar Hananya - Inbar,Lower Galillee,"Jul 10, 2020 @ 10:09pmJul 10, 2020",,Very Dry,view
304,,Inbar - Kfar Hananya,Lower Galillee,"Jul 10, 2020 @ 10:09pmJul 10, 2020",,Very Dry,view
305,,Rabbit - Upper,Ofer Forest,"Jul 10, 2020 @ 9:55pmJul 10, 2020",,Dry,view
306,,Dushbag,Ofer Forest,"Jul 10, 2020 @ 9:55pmJul 10, 2020",,Dry,view
307,,Ridge line,Ofer Forest,"Jul 10, 2020 @ 9:55pmJul 10, 2020",,Dry,view
308,,Ridge line,Ofer Forest,"Jul 10, 2020 @ 9:55pmJul 10, 2020",,Dry,view
309,,Hanaton,Alon HaGalil,"Jul 9, 2020 @ 9:34pmJul 9, 2020",סינגל חנתון,Unknown,view
310,,Misgav KKL 08,Misgav,"Jul 9, 2020 @ 9:14pmJul 9, 2020",,Dry,view
311,,Aurora,Misgav,"Jul 9, 2020 @ 9:14pmJul 9, 2020",,Dry,view
312,,Roots,Misgav,"Jul 9, 2020 @ 9:14pmJul 9, 2020",,Dry,view
313,,Dreamer 3,Misgav,"Jul 9, 2020 @ 9:14pmJul 9, 2020",,Dry,view
314,,Foxie,Misgav,"Jul 9, 2020 @ 8:31pmJul 9, 2020",,Dry,view
315,,Sewerage system,The Forester's House,"Jul 9, 2020 @ 8:25amJul 9, 2020",Closed due to construction work on the cable car line,Unknown,view
316,,Hanita,Hanita,"Jul 9, 2020 @ 6:17amJul 9, 2020",,Dry,view
317,,Zeevik The Fox,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
318,,Snail Hunting,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
319,,Yom Kipur,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
320,,Snail of a Rabit,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
321,,Forest Road,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Dry,view
322,,Petra/ The Eagle,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
323,,Forest Road,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
324,,Forest Road,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
325,,Butterflies,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
326,,Pinky,Mishmar HaEmek,"Jul 7, 2020 @ 11:52pmJul 7, 2020",E-Bike,Very Dry,view
327,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
328,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
329,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
330,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
331,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
332,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
333,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
334,,HaZore'a North / Yellow singletrack,Ramot Menashe,"Jul 7, 2020 @ 10:26pmJul 7, 2020",,Very Dry,view
335,,Terraces,The Forester's House,"Jul 7, 2020 @ 9:21amJul 7, 2020",,Dry,view
336,,HaRakafot,The Forester's House,"Jul 6, 2020 @ 9:28pmJul 6, 2020",Felled tree across the road,Dry,view
337,,Kfar Hananya - Inbar,Lower Galillee,"Jul 4, 2020 @ 5:00amJul 4, 2020",,Very Dry,view
338,,Alon Park Karmiel,Lower Galillee,"Jul 4, 2020 @ 12:19amJul 4, 2020",סינגל טכני. לא מתוחזק. הרבה עשב יבש על השביל - סכנת נחשים,Variable,view
339,,Horshat Dgania,Hanita,"Jul 3, 2020 @ 9:38pmJul 3, 2020",E-Bike,Dry,view
340,,Hanita Matzuva link,Hanita,"Jul 3, 2020 @ 9:38pmJul 3, 2020",E-Bike,Dry,view
341,,Matzuva,Hanita,"Jul 3, 2020 @ 9:38pmJul 3, 2020",E-Bike,Dry,view
342,,Har Porehach,Hanita,"Jul 3, 2020 @ 9:38pmJul 3, 2020",E-Bike,Dry,view
343,,Hanita,Hanita,"Jul 3, 2020 @ 9:38pmJul 3, 2020",E-Bike,Dry,view
344,,Cake,Yoqneam,"Jul 2, 2020 @ 8:37pmJul 2, 2020",,Ideal,view
345,,Yagur Descender,The Forester's House,"Jun 30, 2020 @ 9:24pmJun 30, 2020",,Dry,view
346,,Forest Road,The Forester's House,"Jun 29, 2020 @ 10:08pmJun 29, 2020",,Dry,view
347,,Monsters - Warmup,The Forester's House,"Jun 29, 2020 @ 10:08pmJun 29, 2020",,Dry,view
348,,Antenna descender,The Forester's House,"Jun 29, 2020 @ 3:57amJun 29, 2020",,Very Dry,view
349,,Agency,The Forester's House,"Jun 29, 2020 @ 3:52amJun 29, 2020",,Ideal,view
350,,Altneuland,Misgav,"Jun 25, 2020 @ 9:44pmJun 25, 2020",,Very Dry,view
351,,Yaad DH,Misgav,"Jun 25, 2020 @ 9:44pmJun 25, 2020",,Very Dry,view
352,,Mini Enduro,Misgav,"Jun 25, 2020 @ 9:44pmJun 25, 2020",,Very Dry,view
353,,Lazy,Misgav,"Jun 25, 2020 @ 9:44pmJun 25, 2020",,Very Dry,view
354,,Mt. Gilon Circut,Lower Galillee,"Jun 25, 2020 @ 8:35pmJun 25, 2020",reporter,Dry,view
355,,Cyprus,Horeshan,"Jun 22, 2020 @ 8:38pmJun 22, 2020",,Very Dry,view
356,,Cyprus Liar switch,Horeshan,"Jun 22, 2020 @ 8:38pmJun 22, 2020",,Very Dry,view
357,,Sri Lanka,Horeshan,"Jun 22, 2020 @ 8:38pmJun 22, 2020",,Very Dry,view
358,,Cymbals,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
359,,The Mad Cow,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
360,,The Raging Bull,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
361,,Green Mamba,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
362,,Caves,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
363,,Mad Cow,Kfar HaHoresh,"Jun 19, 2020 @ 9:39pmJun 19, 2020",E-Bike,Dry,view
364,,Snail Hunting,Mishmar HaEmek,"Jun 18, 2020 @ 9:35pmJun 18, 2020",,Dry,view
365,,Snail of a Rabit,Mishmar HaEmek,"Jun 18, 2020 @ 9:35pmJun 18, 2020",,Dry,view
366,,Butterflies,Mishmar HaEmek,"Jun 18, 2020 @ 9:35pmJun 18, 2020",,Ideal,view
367,,Pitel,Mishmar HaEmek,"Jun 18, 2020 @ 9:35pmJun 18, 2020",,Dry,view
368,,Plums,Mishmar HaEmek,"Jun 18, 2020 @ 9:35pmJun 18, 2020",,Ideal,view
369,,Pinky,Mishmar HaEmek,"Jun 12, 2020 @ 10:00pmJun 12, 2020",,Dry,view
370,,Pinky - The End,Mishmar HaEmek,"Jun 12, 2020 @ 10:00pmJun 12, 2020",,Very Dry,view
371,,Red Trail to Horvat Akev,Ramat Ha'anadiv,"Jun 9, 2020 @ 8:16pmJun 9, 2020",,Dry,view
372,,Motorbikes North,Horeshan,"Jun 8, 2020 @ 8:30pmJun 8, 2020",,Very Dry,view
373,,Cyprus,Horeshan,"Jun 8, 2020 @ 8:30pmJun 8, 2020",,Dry,view
374,,Milwaukee,Horeshan,"Jun 8, 2020 @ 8:30pmJun 8, 2020",,Very Dry,view
375,,Steep Cat,Horeshan,"Jun 8, 2020 @ 8:30pmJun 8, 2020",,Very Dry,view
376,,Viper,Horeshan,"Jun 8, 2020 @ 8:30pmJun 8, 2020",,Very Dry,view
377,,Hagit,Carmel Mountain,"Jun 7, 2020 @ 10:02amJun 7, 2020",,Very Dry,view
378,,Be'orot,Misgav,"Jun 6, 2020 @ 5:06amJun 6, 2020",E-Bike,Very Dry,view
379,,Yagur Descender,The Forester's House,"Jun 4, 2020 @ 10:23pmJun 4, 2020",,Ideal,view
380,,Zeevik The Fox,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
381,,Snail of a Rabit,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
382,,Pitel,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
383,,Pinky,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
384,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
385,,Yossi #2,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
386,,Dan7,Mishmar HaEmek,"Jun 4, 2020 @ 9:43pmJun 4, 2020",E-Bike,Dry,view
387,,Snail Hunting,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
388,,Snail of a Rabit,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
389,,Pitel,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
390,,Pinky,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
391,,Access trail,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
392,,The Brain,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
393,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Dry,view
394,,Yossi #2,Mishmar HaEmek,"Jun 4, 2020 @ 9:24pmJun 4, 2020",,Very Dry,view
395,,Active Bar,Horeshan,"May 31, 2020 @ 9:45amMay 31, 2020",Overgrown vegetation,Dry,view
396,,The cliff,Ramat Ha'anadiv,"May 30, 2020 @ 7:15pmMay 30, 2020",,Dry,view
397,,The cliff,Zihron Ya'akov,"May 30, 2020 @ 7:15pmMay 30, 2020",,Dry,view
398,,Beit Keshet,Lower Galillee,"May 30, 2020 @ 8:24amMay 30, 2020",Loose dirt in some areas.Good fun.,Very Dry,view
399,,Horeshan access,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Ideal,view
400,,Georgie,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Very Dry,view
401,,Forest Road,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Dry,view
402,,Sri Lanka,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Dry,view
403,,Milwaukee,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Dry,view
404,,New Zealand - The Jungle,Horeshan,"May 28, 2020 @ 9:53pmMay 28, 2020",,Dry,view
405,,Down to Ehud 3,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Very Dry,view
406,,Ehud 3,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Dry,view
407,,The Peak,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Dry,view
408,,Joel,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Dry,view
409,,Ehud 3 extension,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Very Dry,view
410,,S's to New Zealand,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Dry,view
411,,Orange Connection,Horeshan,"May 28, 2020 @ 8:31pmMay 28, 2020",reporter,Dry,view
412,,Kashmir,Zihron Ya'akov,"May 28, 2020 @ 1:42amMay 28, 2020",,Dry,view
413,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
414,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
415,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
416,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
417,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
418,,HaZore'a North / Yellow singletrack,Ramot Menashe,"May 27, 2020 @ 11:17pmMay 27, 2020",,Ideal,view
419,,Forest Road,Horeshan,"May 25, 2020 @ 9:07pmMay 25, 2020",,Ideal,view
420,,The Black,Horeshan,"May 25, 2020 @ 9:07pmMay 25, 2020",,Ideal,view
421,,Forest Road,Horeshan,"May 25, 2020 @ 9:07pmMay 25, 2020",,Ideal,view
422,,Altneuland,Misgav,"May 23, 2020 @ 3:48amMay 23, 2020",E-Bike,Dry,view
423,,Be'orot,Misgav,"May 23, 2020 @ 3:48amMay 23, 2020",E-Bike,Dry,view
424,,Lazy,Misgav,"May 23, 2020 @ 3:48amMay 23, 2020",E-Bike,Dry,view
425,,Forest Road (HaNasham),Horeshan,"May 22, 2020 @ 11:27pmMay 22, 2020",,Ideal,view
426,,Raback,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
427,,Foxie,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Dry,view
428,,Misgav KKL 10,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
429,,Cappuccino & Zuta,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
430,,Pine Kernel,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
431,,Zohar,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
432,,Donut,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Dry,view
433,,Aurora,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
434,,Kabush,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Dry,view
435,,Roots,Misgav,"May 21, 2020 @ 9:53pmMay 21, 2020",E-Bike,Ideal,view
436,,The Peak,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
437,,S's On The Black,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
438,,Forest Road,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
439,,S's to New Zealand,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
440,,Shafshafan,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
441,,Viper,Horeshan,"May 21, 2020 @ 7:32pmMay 21, 2020",,Dry,view
442,,Carmel Coast - Bat Shlomo Kerem Maharal,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
443,,Carmel Coast - Kerem Maharal to Zeitim,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
444,,Carmel Coast - Bat Shlomo Kerem Maharal,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
445,,Carmel Coast  - Furadis Bat Shlomo,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
446,,Carmel Coast - Zeitim to Fureidis,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
447,,Carmel Coast  - Furadis Bat Shlomo,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
448,,Connector,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
449,,Carmel Coast - Zeitim to Fureidis,Ofer Forest,"May 15, 2020 @ 7:58pmMay 15, 2020",,Dry,view
450,,The Orange,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
451,,Rabbit,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
452,,Motorbikes North,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
453,,Ethiopia,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
454,,Georgie,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
455,,Cyprus Liar switch,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
456,,Forest Road,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
457,,Forest Road (HaNasham),Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
458,,Motorbikes South,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
459,,Orange Connection,Horeshan,"May 14, 2020 @ 7:42pmMay 14, 2020",,Dry,view
460,,Viper,Horeshan,"May 9, 2020 @ 12:44amMay 9, 2020",,Ideal,view
461,,Altneuland,Misgav,"May 7, 2020 @ 10:16pmMay 7, 2020",E-Bike,Dry,view
462,,Intelligents,Misgav,"May 7, 2020 @ 10:16pmMay 7, 2020",E-Bike,Dry,view
463,,Yaad DH,Misgav,"May 7, 2020 @ 10:16pmMay 7, 2020",E-Bike,Dry,view
464,,Be'orot,Misgav,"May 7, 2020 @ 10:16pmMay 7, 2020",E-Bike,Dry,view
465,,Mini Enduro,Misgav,"May 7, 2020 @ 10:16pmMay 7, 2020",E-Bike,Dry,view
466,,Misgav KKL 09,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
467,,Foxie,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
468,,Altneuland,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
469,,Forest Road,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
470,,Forest Road,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
471,,Dreamer 1,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
472,,Flat Tyre,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
473,,Be'orot,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
474,,Kabush,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
475,,Yossi's water,Misgav,"May 7, 2020 @ 10:06pmMay 7, 2020",,Ideal,view
476,,Rabbit,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
477,,Motorbikes North,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
478,,Forest Road,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
479,,Forest Road,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Variable,view
480,,Forest Road (HaNasham),Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
481,,Shafshafan,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
482,,Motorbikes South,Horeshan,"May 7, 2020 @ 8:37pmMay 7, 2020",,Ideal,view
483,,Jump It,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Ideal,view
484,,Swing,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Ideal,view
485,,The Installations,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Variable,view
486,,The Avenue,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Ideal,view
487,,Forest Road,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Ideal,view
488,,Aloney Yitshak East,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Ideal,view
489,,Aloney Yitshak West,Kfar Glikson,"May 6, 2020 @ 8:08pmMay 6, 2020",,Variable,view
490,,Altneuland,Misgav,"May 1, 2020 @ 10:40pmMay 1, 2020",E-Bike,Ideal,view
