שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,c_str,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,speed,ratio,mode
אשכולות,3722,ESHKOLOT,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,609.0,609.0,598.0,0.0,1982,370,11.0,1907558887.0,564.0,715.0,15003512.0,2021,Eshkolot,710.0,1907558887,34.90262881123858,31.391359618838305,"31.3914,34.9026",187372,7185,"Haifa, Israel","38, Eshkolot",157340.51081416482,78.83449393611599,0.8397226416655894,driving
אשל הנשיא,2021,ESHEL HANASI,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,140.0,140.0,135.0,0.0,1952,340,,1711958167.0,192.0,651.0,10001893.0,2021,Eshel HaNasi,620.0,1711958167,34.69733354710806,31.325776521075362,"31.3258,34.6973",190441,7233,"Haifa, Israel","Unnamed Road, Israel",166913.85509914852,83.07616180795448,0.8764596651936742,driving
אשלים,1152,ASHALIM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,681.0,679.0,622.0,2.0,1976,370,19.0,1712654161.0,327.0,620.0,10001918.0,2021,Ashalim,610.0,1712654161,34.699985299202666,30.96448027168801,"30.9645,34.7000",236415,8920,"Haifa, Israel","Mish'ol HaHadas 22, Ashalim, Israel",206556.12188142716,83.36345726156253,0.8737014228429971,driving
אשרת,1256,ASHERAT,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,584.0,583.0,579.0,1.0,1983,370,13.0,2148876406.0,61.0,201.0,10004302.0,2021,Asherat,212.0,2148876406,35.15548841980965,32.97153948072678,"32.9715,35.1555",37901,2499,"Haifa, Israel","48, Oshrat, Israel",23174.71289678662,33.38494054759177,0.6114538639293585,driving
באר מילכה,1278,BE'ER MILKA,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,197.0,197.0,196.0,0.0,2006,310,1.0,1432753827.0,217.0,620.0,10001918.0,2021,Be'er Milka,610.0,1432753827,34.407292963134616,30.93288236440147,"30.9329,34.4073",268438,10138,"Haifa, Israel","75, Be'er Milka, Israel",215615.30577141605,76.56491426090923,0.8032219945440513,driving
בארות יצחק,450,BE'EROT YIZHAQ,4,המרכז,42,פתח תקווה,422.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,469.0,469.0,467.0,0.0,1948,330,3.0,1916866088.0,51.0,424.0,10002116.0,2021,Be'erot Yizhaq,,1916866088,34.910364051090454,32.040795770957466,"32.0408,34.9104",100418,4130,"Haifa, Israel","Be'erot Yitshak 3, Be'erot Yitzhak, Israel",85309.5981892026,74.36187735620567,0.8495448842757534,driving
בטחה,762,BITHA,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,790.0,790.0,785.0,0.0,1950,310,1.0,1650258264.0,120.0,651.0,10001893.0,2021,Bitha,620.0,1650258264,34.63245854997444,31.33425216423818,"31.3343,34.6325",196741,7443,"Haifa, Israel","210, Bitha, Israel",167174.50517478542,80.8582854533424,0.8497186919594056,driving
בירייה,368,BIRIYYA,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,849.0,849.0,841.0,0.0,1945,350,,2471076480.0,810.0,209.0,10004528.0,2021,Biriyya,211.0,2471076480,35.50016564056547,32.97787122608572,"32.9779,35.5002",73197,4272,"Haifa, Israel","139, Birya, Israel",49819.43206364495,41.982667469363726,0.6806212285154439,driving
בית אורן,317,BET OREN,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,223.0,1.0,560.0,552.0,528.0,8.0,1939,330,15.0,2007573739.0,357.0,303.0,15005224.0,2021,Bet Oren,,2007573739,35.00487955847715,32.73091021358663,"32.7309,35.0049",13506,1224,"Haifa, Israel","503, Beit Oren, Israel",8079.699176590081,23.763821107617886,0.5982303551451267,driving
בית ברל,1076,BET BERL,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,141.0,1.0,226.0,183.0,173.0,43.0,1947,340,,1932267865.0,69.0,417.0,10002133.0,2021,Bet Berl,410.0,1932267865,34.92618261735548,32.201079131472554,"32.2011,34.9262",84218,3777,"Haifa, Israel","Bet Berl College, Israel",67431.59566390413,64.27157648664414,0.8006791382353431,driving
בית גוברין,619,BET GUVRIN,6,הדרום,61,אשקלון,612.0,35.0,מועצה אזורית יואב,,1.0,446.0,446.0,439.0,0.0,1949,330,15.0,1901861345.0,265.0,632.0,10001813.0,2021,Bet Guvrin,420.0,1901861345,34.89590901771356,31.613024280671226,"31.6130,34.8959",162733,6293,"Haifa, Israel","31.6130624,34.895864599999996",132799.5655926103,75.96987702739507,0.816057994338028,driving
בית הגדי,723,BET HAGADDI,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,887.0,887.0,887.0,0.0,1949,310,2.0,1626059275.0,148.0,651.0,10001930.0,2021,Bet HaGaddi,620.0,1626059275,34.60645465452705,31.425313189116807,"31.4253,34.6065",190757,7356,"Haifa, Israel","248, Beit HaGadi, Israel",157859.61005225053,77.25592661610956,0.8275429475838398,driving
בית הלוי,373,BET HALEWI,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,840.0,840.0,832.0,0.0,1945,310,1.0,1937569557.0,18.0,409.0,15000060.0,2021,Bet HaLewi,,1937569557,34.9313469659335,32.35366911575043,"32.3537,34.9313",62196,3319,"Haifa, Israel","200 222, Beit HaLevi, Israel",50541.17958856016,54.8202008191674,0.8126114153411821,driving
בית הלל,322,BET HILLEL,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,797.0,797.0,789.0,0.0,1940,310,1.0,2568779040.0,87.0,253.0,10004591.0,2021,Bet Hillel,211.0,2568779040,35.60572778846396,33.20839740271309,"33.2084,35.6057",116325,5220,"Haifa, Israel","95, Beit Hillel, Israel",71601.22763404636,49.38015698899749,0.6155274243201923,driving
בית העמק,572,BET HAEMEQ,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,730.0,714.0,679.0,16.0,1949,330,15.0,2138176405.0,47.0,201.0,10004302.0,2021,Bet HaEmeq,212.0,2138176405,35.144042719667844,32.97144430570544,"32.9714,35.1440",38704,2252,"Haifa, Israel","Unnamed Road, Beit HaEmek, Israel",22550.18993003593,36.04826098940024,0.5826320258897253,driving
בית הערבה,3645,BET HAARAVA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,451.0,451.0,448.0,0.0,1980,330,15.0,2452263505.0,-301.0,713.0,10003314.0,2021,Bet HaArava,710.0,2452263505,35.47652254797241,31.80790563384323,"31.8079,35.4765",179853,7384,"Haifa, Israel","בניין, RF5G+4H3, Beit HaArava",119117.40669421885,58.0745753113743,0.6623042523295072,driving
בית זרע,143,BET ZERA,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,639.0,638.0,590.0,1.0,1926,330,15.0,2540573277.0,-200.0,214.0,10004552.0,2021,Bet Zera,214.0,2540573277,35.57331743404822,32.6888676767311,"32.6889,35.5733",77691,3962,"Haifa, Israel","Unnamed Road, Beit Zera, Israel",54324.436968898975,49.360922031306494,0.6992371956713,driving
בית חירות,877,BET HERUT,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,904.0,904.0,891.0,0.0,1933,320,1.0,1878069841.0,20.0,409.0,15000060.0,2021,Bet Herut,,1878069841,34.86804249486153,32.37912590384422,"32.3791,34.8680",55963,2549,"Haifa, Israel","Ha-Rishonim St 30, Beit Herut, Israel",48993.140218204084,69.19392106141025,0.8754559301360557,driving
בית חנן,159,BET HANAN,4,המרכז,44,רחובות,442.0,27.0,מועצה אזורית גן רווה,143.0,1.0,523.0,522.0,520.0,1.0,1930,310,1.0,1786964904.0,39.0,456.0,15002488.0,2021,Bet Hanan,,1786964904,34.773337148651144,31.93363083142366,"31.9336,34.7733",110215,4747,"Haifa, Israel","Derech HaTsabar 2, Beit Hanan, Israel",99218.23921107656,75.2445041415369,0.9002244631953596,driving
בית חנניה,800,BET HANANYA,3,חיפה,32,חדרה,324.0,15.0,מועצה אזורית חוף הכרמל,,1.0,924.0,924.0,897.0,0.0,1950,310,1.0,1932771490.0,10.0,303.0,10004333.0,2021,Bet Hananya,,1932771490,34.92571186732043,32.52796351912046,"32.5280,34.9257",39872,2050,"Haifa, Israel","Granit St 30, Beit Hanania, Israel",31607.312219896085,55.505523898354106,0.7927195079227549,driving
בית יוסף,265,BET YOSEF,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,488.0,488.0,486.0,0.0,1937,310,1.0,2520671839.0,-231.0,202.0,10004568.0,2021,Bet Yosef,214.0,2520671839,35.551597257612826,32.55926328641589,"32.5593,35.5516",80946,4575,"Haifa, Israel","12, Beit Yosef, Israel",57615.604402851604,45.33686903830946,0.7117782769111705,driving
בית ינאי,200,BET YANNAY,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,363.0,363.0,359.0,0.0,1933,310,10.0,1873769865.0,16.0,409.0,15000060.0,2021,Bet Yannay,,1873769865,34.863465006326265,32.381277804989836,"32.3813,34.8635",54916,2438,"Haifa, Israel","Mitspe Yam St 13, Beit Yanai, 4029300, Israel",48880.27701670783,72.17760347011821,0.8900917222067855,driving
בית לחם הגלילית,430,BET LEHEM HAGELILIT,2,הצפון,23,יזרעאל,237.0,9.0,מועצה אזורית עמק יזרעאל,242.0,1.0,823.0,822.0,806.0,1.0,1948,310,1.0,2181773782.0,160.0,254.0,10004411.0,2021,Bet Lehem HaGelilit,213.0,2181773782,35.19071786976973,32.734945574420784,"32.7349,35.1907",26660,1876,"Haifa, Israel","54, Bethlehem of Galilee, Israel",18650.597237919064,35.79005866551633,0.6995722894943385,driving
בית מאיר,751,BET ME'IR,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,818.0,818.0,818.0,0.0,1950,310,2.0,2035663349.0,575.0,151.0,15000597.0,2021,Bet Me'ir,,2035663349,35.036589785760455,31.794017281483747,"31.7940,35.0366",138841,5552,"Haifa, Israel","Hare Yehuda Yeshiva, Beit Meir, Israel",112280.3444382269,72.80425792104049,0.8086973187907527,driving
בית נחמיה,784,BET NEHEMYA,4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,893.0,893.0,884.0,0.0,1950,310,6.0,1958765375.0,82.0,424.0,10002168.0,2021,Bet Nehemya,,1958765375,34.95489876053358,31.97659256387241,"31.9766,34.9549",111033,4395,"Haifa, Israel","Derech HaHatsav 96, Beit Nehemia, Israel",92086.72282997797,75.4293975399137,0.8293635480440766,driving
בית ניר,16,BET NIR,6,הדרום,61,אשקלון,612.0,35.0,מועצה אזורית יואב,,1.0,616.0,616.0,602.0,0.0,1955,330,15.0,1879961738.0,240.0,632.0,10001813.0,2021,Bet Nir,420.0,1879961738,34.872704051933354,31.648409034027665,"31.6484,34.8727",159951,6550,"Haifa, Israel","Unnamed Road, Beit Nir, Israel",129075.71278774251,70.94237649402642,0.8069703395898901,driving
בית נקופה,672,BET NEQOFA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,758.0,758.0,737.0,0.0,1949,310,1.0,2120163464.0,660.0,151.0,10002475.0,2021,Bet Neqofa,,2120163464,35.12580533821537,31.80447473275296,"31.8045,35.1258",140174,5548,"Haifa, Israel","HaZayit St 32, Beit Nekofa, Israel",111631.01529829786,72.43541007099356,0.7963746151090635,driving
בית עובד,202,BET OVED,4,המרכז,44,רחובות,442.0,27.0,מועצה אזורית גן רווה,143.0,1.0,253.0,253.0,252.0,0.0,1933,310,1.0,1787064773.0,31.0,456.0,15002488.0,2021,Bet Oved,,1787064773,34.77349799307709,31.92181768631436,"31.9218,34.7735",111909,4857,"Haifa, Israel","Ha-Meyasdim St 18, Beit Oved, Israel",100496.21682073773,74.48762210307922,0.8980172892326598,driving
בית עוזיאל,301,BET UZZI'EL,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,649.0,649.0,643.0,0.0,1956,310,2.0,1911464200.0,132.0,426.0,10002228.0,2021,Bet Uzzi'el,,1911464200,34.90519940637964,31.87052188809736,"31.8705,34.9052",121574,4830,"Haifa, Israel","61, Beit Uziel, Israel",104197.16522489217,77.66248339743517,0.8570678370777648,driving
בית צבי,212,BET ZEVI,3,חיפה,32,חדרה,321.0,15.0,מועצה אזורית חוף הכרמל,223.0,1.0,310.0,310.0,309.0,0.0,1953,340,,1974473615.0,41.0,303.0,10004710.0,2021,Bet Zevi,,1974473615,34.969597572300486,32.719667985375494,"32.7197,34.9696",15038,1228,"Haifa, Israel","Sitrin Junction, Israel",10012.336714411507,29.352127175799207,0.6658024148431645,driving
בית קשת,365,BET QESHET,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,714.0,714.0,702.0,0.0,1944,330,15.0,2372373602.0,187.0,206.0,10004552.0,2021,Bet Qeshet,214.0,2372373602,35.39402708854007,32.71857225577649,"32.7186,35.3940",57401,2767,"Haifa, Israel","P99V+PF, Beit Keshet, Israel",37250.990271240335,48.4653288675335,0.6489606500102844,driving
בית רבן,848,BET RABBAN,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,922.0,922.0,917.0,0.0,1946,340,,1744963615.0,54.0,456.0,10001821.0,2021,Bet Rabban,420.0,1744963615,34.7295200078347,31.817230827561612,"31.8172,34.7295",126911,5322,"Haifa, Israel","4000, Israel",112762.32184282654,76.27665513607207,0.8885149580637339,driving
בית רימון,1162,BET RIMMON,2,הצפון,23,יזרעאל,237.0,3.0,מועצה אזורית הגליל התחתון,,1.0,908.0,908.0,908.0,0.0,1977,330,3.0,2310474304.0,396.0,206.0,15002369.0,2021,Bet Rimmon,214.0,2310474304,35.328088017769495,32.781954058723166,"32.7820,35.3281",50151,2515,"Haifa, Israel","1, Beit Rimon, Israel",29953.57363229465,42.87589068638598,0.5972677241190535,driving
בית שערים,248,BET SHE'ARIM,2,הצפון,23,יזרעאל,235.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,814.0,814.0,800.0,0.0,1936,310,1.0,2169973357.0,74.0,254.0,10004411.0,2021,Bet She'arim,213.0,2169973357,35.178140126909135,32.696621019891566,"32.6966,35.1781",29117,1624,"Haifa, Israel","Shvil He'halav 2013, Beit She'arim, Israel",19809.945890995015,43.91367315737811,0.680356695092043,driving
בית שקמה,747,BET SHIQMA,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,878.0,874.0,855.0,4.0,1950,310,1.0,1628461632.0,53.0,633.0,10001829.0,2021,Bet Shiqma,620.0,1628461632,34.60762848132248,31.63788553933611,"31.6379,34.6076",148823,6490,"Haifa, Israel","583, Beit Shikma, Israel",134989.24514446114,74.87847188290603,0.9070455853225721,driving
ביתן אהרן,252,BITAN AHARON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,142.0,142.0,137.0,0.0,1936,310,10.0,1880069686.0,25.0,409.0,15000060.0,2021,Bitan Aharon,,1880069686,34.870219217221965,32.365154570260046,"32.3652,34.8702",58968,2717,"Haifa, Israel","Derech Hailanot 24, Bitan Aharon, Israel",50438.62103196162,66.83070876520495,0.8553558036894862,driving
בלפוריה,94,BALFURYA,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,530.0,530.0,515.0,0.0,1922,310,1.0,2280972620.0,86.0,254.0,10004394.0,2021,Balfurya,213.0,2280972620,35.296443066386836,32.63013367327053,"32.6301,35.2964",46310,2615,"Haifa, Israel","שבעת המינים 19, Balfurya, Israel",33112.744930106455,45.58542323073929,0.7150236434918259,driving
בן עמי,712,BEN AMMI,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,785.0,783.0,761.0,2.0,1949,310,1.0,2119076783.0,28.0,201.0,10004302.0,2021,Ben Ammi,212.0,2119076783,35.12358046957223,33.00551576520158,"33.0055,35.1236",35888,2230,"Haifa, Israel","Shvil ha-Rakafot 34, Ben Ami, Israel",24893.062663703346,40.186110129745316,0.6936319288816135,driving
בן שמן (כפר נוער),1084,BEN SHEMEN(K.NO'AR),4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,667.0,663.0,600.0,4.0,1921,340,,1932665185.0,69.0,424.0,10002261.0,2021,Ben Shemen(K.No'ar),,1932665185,34.92733682272087,31.959401016312945,"31.9594,34.9273",110732,4432,"Haifa, Israel","Unnamed Road, Israel",94170.0381910945,76.49190827796485,0.8504320177644629,driving
בן שמן (מושב),2013,BEN SHEMEN (MOSHAV),4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,876.0,876.0,865.0,0.0,1952,310,1.0,1928365110.0,65.0,424.0,10002261.0,2021,Ben Shemen (Moshav),,1928365110,34.922808976807076,31.952627473047528,"31.9526,34.9228",111179,4680,"Haifa, Israel","Derech HaTamar 116, Ben Shemen, Israel",94955.94066402566,73.04303128001975,0.8540816221051247,driving
בני דרום,592,BENE DAROM,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,949.0,948.0,947.0,1.0,1949,320,2.0,1708963652.0,35.0,456.0,10001836.0,2021,Bene Darom,420.0,1708963652,34.691480704667086,31.820419944898333,"31.8204,34.6915",125367,5342,"Haifa, Israel","1, Bnei Darom, 79250, Israel",113304.84938983394,76.35669371085775,0.9037852815320933,driving
בני נצרים,1363,BNE NETSARIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,902.0,902.0,902.0,0.0,2010,310,11.0,1346156141.0,99.0,651.0,10001893.0,2021,Bne Netsarim,620.0,1346156141,34.31475283383099,31.14097704878076,"31.1410,34.3148",220033,9513,"Haifa, Israel","סמדר, Bnei Netsarim, Israel",196108.53248630743,74.21325732689023,0.8912687300827941,driving
בני עטרות,448,BENE ATAROT,4,המרכז,42,פתח תקווה,422.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,961.0,961.0,953.0,0.0,1948,310,1.0,1920265901.0,52.0,424.0,10002116.0,2021,Bene Atarot,,1920265901,34.91401691911333,32.023940532788224,"32.0239,34.9140",102500,4259,"Haifa, Israel","Rishonim 207, Bnei Atarot, Israel",87137.51723241257,73.65462832511982,0.8501221193406104,driving
בניה,685,BENAYA,4,המרכז,44,רחובות,441.0,28.0,מועצה אזורית ברנר,143.0,1.0,764.0,764.0,763.0,0.0,1949,310,1.0,1767263908.0,32.0,456.0,15002488.0,2021,Benaya,420.0,1767263908,34.75294335713391,31.84373942441373,"31.8437,34.7529",131781,5734,"Haifa, Israel","20, Bnaya, Israel",109392.39507743466,68.68026199490143,0.8301074895275848,driving
בצת,589,BEZET,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,369.0,361.0,355.0,8.0,1949,310,1.0,2129677511.0,29.0,201.0,10004302.0,2021,Bezet,212.0,2129677511,35.13487204945072,33.07116343238894,"33.0712,35.1349",43735,2716,"Haifa, Israel","34CP+92, Betzet, Israel",32008.099686358713,42.42605260342098,0.7318646321335021,driving
בקוע,864,BEQOA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,,1.0,826.0,825.0,811.0,1.0,1951,310,1.0,1930663736.0,149.0,151.0,15000597.0,2021,Beqoa,,1930663736,34.925615274339044,31.828723552835893,"31.8287,34.9256",130234,5096,"Haifa, Israel","35, Beko'a, Israel",108671.11783156045,76.76923551680095,0.8344297021634938,driving
בקעות,3612,BEQA'OT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,186.0,186.0,183.0,0.0,1972,310,10.0,2428968327.0,79.0,712.0,10003299.0,2021,Beqa'ot,710.0,2428968327,35.45308852098354,32.24280261442994,"32.2428,35.4531",104423,5547,"Haifa, Israel",Beka'ot,74988.60070307727,48.66756129999607,0.7181234086654977,driving
בר גיורא,823,BAR GIYYORA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,716.0,713.0,698.0,3.0,1950,310,9.0,2069462636.0,695.0,151.0,15000597.0,2021,Bar Giyyora,,2069462636,35.072370782721755,31.72975805251797,"31.7298,35.0724",149151,6140,"Haifa, Israel","Ha-Tamar St 19, Bar Giora, Israel",119545.10366470048,70.09159172523157,0.8015038696669851,driving
ברוש,2060,BEROSH,6,הדרום,62,באר שבע,621.0,41.0,מועצה אזורית בני שמעון,344.0,1.0,595.0,595.0,593.0,0.0,1953,310,1.0,1650958666.0,129.0,625.0,10001893.0,2021,Berosh,620.0,1650958666,34.63297485957828,31.370510056246815,"31.3705,34.6330",199813,7638,"Haifa, Israel","44, Brosh, Israel",163224.6671921129,76.93228618638472,0.8168871254228348,driving
ברעם,667,BAR'AM,2,הצפון,24,עכו,244.0,1.0,מועצה אזורית הגליל העליון,,1.0,646.0,646.0,574.0,0.0,1949,330,15.0,2409177367.0,724.0,253.0,10004528.0,2021,Bar'am,211.0,2409177367,35.434154584526595,33.05798739570018,"33.0580,35.4342",74841,4362,"Haifa, Israel","מרינה, Bar'am, Israel",48761.0422758228,40.24295098417287,0.6515284707021927,driving
