שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
אשדות יעקב (מאוחד),188,ASHDOT YA'AQOV(ME'UHAD),2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,645.0,641.0,584.0,4.0,1933,330,15.0,2550172977.0,-200.0,214.0,10004552.0,2021,Ashdot Ya'aqov(Me'uhad),214.0,35.58343958314421,32.66178636219164,"32.6618,35.5834",104399,8574,"Hof HaCarmel Regional Council, Israel","0, Ashdot Ya'akov Me'uhad, Israel",56024.42550134547,transit,23.523201750040087,0.5366375683804009
אשחר,1188,ESHHAR,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,984.0,983.0,967.0,1.0,1986,370,13.0,2284675455.0,363.0,205.0,10004513.0,2021,Eshhar,210.0,35.30066044714392,32.88576260396493,"32.8858,35.3007",73730,7819,"Hof HaCarmel Regional Council, Israel","Arbel St 49, Eshhar, Israel",28770.593460062217,transit,13.246468404683974,0.3902155630009795
אשכולות,3722,ESHKOLOT,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,609.0,609.0,598.0,0.0,1982,370,11.0,1907558887.0,564.0,715.0,15003512.0,2021,Eshkolot,710.0,34.90262881123858,31.391359618838305,"31.3914,34.9026",220863,16005,"Hof HaCarmel Regional Council, Israel","38, Eshkolot",157340.51081416482,transit,35.390555384629394,0.7123896298346252
אשל הנשיא,2021,ESHEL HANASI,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,140.0,140.0,135.0,0.0,1952,340,,1711958167.0,192.0,651.0,10001893.0,2021,Eshel HaNasi,620.0,34.69733354710806,31.325776521075362,"31.3258,34.6973",193958,13310,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Israel",166913.85509914852,transit,45.14574593215137,0.8605670047079704
אשלים,1152,ASHALIM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,681.0,679.0,622.0,2.0,1976,370,19.0,1712654161.0,327.0,620.0,10001918.0,2021,Ashalim,610.0,34.699985299202666,30.96448027168801,"30.9645,34.7000",221141,14035,"Hof HaCarmel Regional Council, Israel","Mish'ol HaHadas 22, Ashalim, Israel",206556.12188142716,transit,52.98197639993857,0.9340471548985813
אשרת,1256,ASHERAT,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,584.0,583.0,579.0,1.0,1983,370,13.0,2148876406.0,61.0,201.0,10004302.0,2021,Asherat,212.0,35.15548841980965,32.97153948072678,"32.9715,35.1555",55121,6923,"Hof HaCarmel Regional Council, Israel","48, Oshrat, Israel",23174.71289678662,transit,12.050984606158,0.4204334626872992
באר מילכה,1278,BE'ER MILKA,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,197.0,197.0,196.0,0.0,2006,310,1.0,1432753827.0,217.0,620.0,10001918.0,2021,Be'er Milka,610.0,34.407292963134616,30.93288236440147,"30.9329,34.4073",285242,24419,"Hof HaCarmel Regional Council, Israel","75, Be'er Milka, Israel",215615.30577141605,transit,31.787341855813004,0.7559030779878702
בארות יצחק,450,BE'EROT YIZHAQ,4,המרכז,42,פתח תקווה,422.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,469.0,469.0,467.0,0.0,1948,330,3.0,1916866088.0,51.0,424.0,10002116.0,2021,Be'erot Yizhaq,,34.910364051090454,32.040795770957466,"32.0408,34.9104",76166,6857,"Hof HaCarmel Regional Council, Israel","Be'erot Yitshak 3, Be'erot Yitzhak, Israel",85309.5981892026,transit,44.78847214250101,1.1200482917470078
בטחה,762,BITHA,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,790.0,790.0,785.0,0.0,1950,310,1.0,1650258264.0,120.0,651.0,10001893.0,2021,Bitha,620.0,34.63245854997444,31.33425216423818,"31.3343,34.6325",170551,13520,"Hof HaCarmel Regional Council, Israel","210, Bitha, Israel",167174.50517478542,transit,44.51392149624464,0.9802024331419072
בירייה,368,BIRIYYA,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,849.0,849.0,841.0,0.0,1945,350,,2471076480.0,810.0,209.0,10004528.0,2021,Biriyya,211.0,35.50016564056547,32.97787122608572,"32.9779,35.5002",119173,8801,"Hof HaCarmel Regional Council, Israel","139, Birya, Israel",49819.43206364495,transit,20.378361030464927,0.4180429465033602
בית אורן,317,BET OREN,3,חיפה,32,חדרה,322.0,15.0,מועצה אזורית חוף הכרמל,223.0,1.0,560.0,552.0,528.0,8.0,1939,330,15.0,2007573739.0,357.0,303.0,15005224.0,2021,Bet Oren,,35.00487955847715,32.73091021358663,"32.7309,35.0049",31294,5503,"Hof HaCarmel Regional Council, Israel","503, Beit Oren, Israel",8079.699176590081,transit,5.285647289791803,0.25818684657091073
בית ברל,1076,BET BERL,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,141.0,1.0,226.0,183.0,173.0,43.0,1947,340,,1932267865.0,69.0,417.0,10002133.0,2021,Bet Berl,410.0,34.92618261735548,32.201079131472554,"32.2011,34.9262",64915,6656,"Hof HaCarmel Regional Council, Israel","Bet Berl College, Israel",67431.59566390413,transit,36.471415923986605,1.0387675523978144
בית גוברין,619,BET GUVRIN,6,הדרום,61,אשקלון,612.0,35.0,מועצה אזורית יואב,,1.0,446.0,446.0,439.0,0.0,1949,330,15.0,1901861345.0,265.0,632.0,10001813.0,2021,Bet Guvrin,420.0,34.89590901771356,31.613024280671226,"31.6130,34.8959",184133,12219,"Hof HaCarmel Regional Council, Israel","Bet Guvrin, Beit Guvrin, Israel",132799.5655926103,transit,39.12582340071995,0.7212154561790136
בית הגדי,723,BET HAGADDI,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,887.0,887.0,887.0,0.0,1949,310,2.0,1626059275.0,148.0,651.0,10001930.0,2021,Bet HaGaddi,620.0,34.60645465452705,31.425313189116807,"31.4253,34.6065",157398,12372,"Hof HaCarmel Regional Council, Israel","248, Beit HaGadi, Israel",157859.61005225053,transit,45.93393115002441,1.0029327567837618
בית הלוי,373,BET HALEWI,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,840.0,840.0,832.0,0.0,1945,310,1.0,1937569557.0,18.0,409.0,15000060.0,2021,Bet HaLewi,,34.9313469659335,32.35366911575043,"32.3537,34.9313",42628,4184,"Hof HaCarmel Regional Council, Israel","200 222, Beit HaLevi, Israel",50541.17958856016,transit,43.48667459818752,1.1856333768546532
בית הלל,322,BET HILLEL,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,797.0,797.0,789.0,0.0,1940,310,1.0,2568779040.0,87.0,253.0,10004591.0,2021,Bet Hillel,211.0,35.60572778846396,33.20839740271309,"33.2084,35.6057",136651,10008,"Hof HaCarmel Regional Council, Israel","95, Beit Hillel, Israel",71601.22763404636,transit,25.755837278433944,0.5239714867366236
בית העמק,572,BET HAEMEQ,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,730.0,714.0,679.0,16.0,1949,330,15.0,2138176405.0,47.0,201.0,10004302.0,2021,Bet HaEmeq,212.0,35.144042719667844,32.97144430570544,"32.9714,35.1440",53896,6802,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Beit HaEmek, Israel",22550.18993003593,transit,11.934825602488878,0.4184019209224419
בית הערבה,3645,BET HAARAVA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74.0,מועצה אזורית מגילות ים המלח,,1.0,451.0,451.0,448.0,0.0,1980,330,15.0,2452263505.0,-301.0,713.0,10003314.0,2021,Bet HaArava,710.0,35.47652254797241,31.80790563384323,"31.8079,35.4765",174801,10576,"Hof HaCarmel Regional Council, Israel","בניין, RF5G+4H3, Beit HaArava",119117.40669421885,transit,40.546772324053315,0.6814457966156878
בית זרע,143,BET ZERA,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,639.0,638.0,590.0,1.0,1926,330,15.0,2540573277.0,-200.0,214.0,10004552.0,2021,Bet Zera,214.0,35.57331743404822,32.6888676767311,"32.6889,35.5733",95780,8034,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Beit Zera, Israel",54324.436968898975,transit,24.342540837445394,0.567179337741689
בית חירות,877,BET HERUT,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,904.0,904.0,891.0,0.0,1933,320,1.0,1878069841.0,20.0,409.0,15000060.0,2021,Bet Herut,,34.86804249486153,32.37912590384422,"32.3791,34.8680",38598,4341,"Hof HaCarmel Regional Council, Israel","Ha-Rishonim St 30, Beit Herut, Israel",48993.140218204084,transit,40.63010937238763,1.2693181050366362
בית חנן,159,BET HANAN,4,המרכז,44,רחובות,442.0,27.0,מועצה אזורית גן רווה,143.0,1.0,523.0,522.0,520.0,1.0,1930,310,1.0,1786964904.0,39.0,456.0,15002488.0,2021,Bet Hanan,,34.773337148651144,31.93363083142366,"31.9336,34.7733",97409,9168,"Hof HaCarmel Regional Council, Israel","Derech HaTsabar 2, Beit Hanan, Israel",99218.23921107656,transit,38.96004157503007,1.0185736349934458
בית חנניה,800,BET HANANYA,3,חיפה,32,חדרה,324.0,15.0,מועצה אזורית חוף הכרמל,,1.0,924.0,924.0,897.0,0.0,1950,310,1.0,1932771490.0,10.0,303.0,10004333.0,2021,Bet Hananya,,34.92571186732043,32.52796351912046,"32.5280,34.9257",19402,2235,"Hof HaCarmel Regional Council, Israel","Granit St 30, Beit Hanania, Israel",31607.312219896085,transit,50.911106931376246,1.6290749520614414
בית יוסף,265,BET YOSEF,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,488.0,488.0,486.0,0.0,1937,310,1.0,2520671839.0,-231.0,202.0,10004568.0,2021,Bet Yosef,214.0,35.551597257612826,32.55926328641589,"32.5593,35.5516",111075,9756,"Hof HaCarmel Regional Council, Israel","12, Beit Yosef, Israel",57615.604402851604,transit,21.260370628358526,0.518709020057183
בית ינאי,200,BET YANNAY,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,363.0,363.0,359.0,0.0,1933,310,10.0,1873769865.0,16.0,409.0,15000060.0,2021,Bet Yannay,,34.863465006326265,32.381277804989836,"32.3813,34.8635",38395,4135,"Hof HaCarmel Regional Council, Israel","Mitspe Yam St 13, Beit Yanai, 4029300, Israel",48880.27701670783,transit,42.55598482712169,1.2730896475246212
בית לחם הגלילית,430,BET LEHEM HAGELILIT,2,הצפון,23,יזרעאל,237.0,9.0,מועצה אזורית עמק יזרעאל,242.0,1.0,823.0,822.0,806.0,1.0,1948,310,1.0,2181773782.0,160.0,254.0,10004411.0,2021,Bet Lehem HaGelilit,213.0,35.19071786976973,32.734945574420784,"32.7349,35.1907",47615,6792,"Hof HaCarmel Regional Council, Israel","54, Bethlehem of Galilee, Israel",18650.597237919064,transit,9.885475567801624,0.39169583614237247
בית מאיר,751,BET ME'IR,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,818.0,818.0,818.0,0.0,1950,310,2.0,2035663349.0,575.0,151.0,15000597.0,2021,Bet Me'ir,,35.036589785760455,31.794017281483747,"31.7940,35.0366",142927,8097,"Hof HaCarmel Regional Council, Israel","Hare Yehuda Yeshiva, Beit Meir, Israel",112280.3444382269,transit,49.92086451495823,0.7855782632968361
בית נחמיה,784,BET NEHEMYA,4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,893.0,893.0,884.0,0.0,1950,310,6.0,1958765375.0,82.0,424.0,10002168.0,2021,Bet Nehemya,,34.95489876053358,31.97659256387241,"31.9766,34.9549",94267,9486,"Hof HaCarmel Regional Council, Israel","Derech HaHatsav 96, Beit Nehemia, Israel",92086.72282997797,transit,34.947522895627316,0.9768712574917836
בית ניר,16,BET NIR,6,הדרום,61,אשקלון,612.0,35.0,מועצה אזורית יואב,,1.0,616.0,616.0,602.0,0.0,1955,330,15.0,1879961738.0,240.0,632.0,10001813.0,2021,Bet Nir,420.0,34.872704051933354,31.648409034027665,"31.6484,34.8727",148945,10019,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Beit Nir, Israel",129075.71278774251,transit,46.37913624472233,0.8665998374416228
בית נקופה,672,BET NEQOFA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,758.0,758.0,737.0,0.0,1949,310,1.0,2120163464.0,660.0,151.0,10002475.0,2021,Bet Neqofa,,35.12580533821537,31.80447473275296,"31.8045,35.1258",131478,7631,"Hof HaCarmel Regional Council, Israel","HaZayit St 32, Beit Nekofa, Israel",111631.01529829786,transit,52.66303958509662,0.8490471052061779
בית עובד,202,BET OVED,4,המרכז,44,רחובות,442.0,27.0,מועצה אזורית גן רווה,143.0,1.0,253.0,253.0,252.0,0.0,1933,310,1.0,1787064773.0,31.0,456.0,15002488.0,2021,Bet Oved,,34.77349799307709,31.92181768631436,"31.9218,34.7735",125760,9443,"Hof HaCarmel Regional Council, Israel","Ha-Meyasdim St 18, Beit Oved, Israel",100496.21682073773,transit,38.31265281739445,0.799111138841744
בית עוזיאל,301,BET UZZI'EL,4,המרכז,43,רמלה,432.0,30.0,מועצה אזורית גזר,143.0,1.0,649.0,649.0,643.0,0.0,1956,310,2.0,1911464200.0,132.0,426.0,10002228.0,2021,Bet Uzzi'el,,34.90519940637964,31.87052188809736,"31.8705,34.9052",142532,11114,"Hof HaCarmel Regional Council, Israel","61, Beit Uziel, Israel",104197.16522489217,transit,33.7511062452413,0.7310440127472579
בית צבי,212,BET ZEVI,3,חיפה,32,חדרה,321.0,15.0,מועצה אזורית חוף הכרמל,223.0,1.0,310.0,310.0,309.0,0.0,1953,340,,1974473615.0,41.0,303.0,10004710.0,2021,Bet Zevi,,34.969597572300486,32.719667985375494,"32.7197,34.9696",6205,1666,"Hof HaCarmel Regional Council, Israel","Sitrin Junction, Israel",10012.336714411507,transit,21.635301423698337,1.613591734796375
בית קשת,365,BET QESHET,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,714.0,714.0,702.0,0.0,1944,330,15.0,2372373602.0,187.0,206.0,10004552.0,2021,Bet Qeshet,214.0,35.39402708854007,32.71857225577649,"32.7186,35.3940",88208,7938,"Hof HaCarmel Regional Council, Israel","P99V+PF, Beit Keshet, Israel",37250.990271240335,transit,16.893873138884505,0.42230852384409956
בית רבן,848,BET RABBAN,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,922.0,922.0,917.0,0.0,1946,340,,1744963615.0,54.0,456.0,10001821.0,2021,Bet Rabban,420.0,34.7295200078347,31.817230827561612,"31.8172,34.7295",114200,9639,"Hof HaCarmel Regional Council, Israel","4000, Israel",112762.32184282654,transit,42.11477939974848,0.9874108742804425
בית רימון,1162,BET RIMMON,2,הצפון,23,יזרעאל,237.0,3.0,מועצה אזורית הגליל התחתון,,1.0,908.0,908.0,908.0,0.0,1977,330,3.0,2310474304.0,396.0,206.0,15002369.0,2021,Bet Rimmon,214.0,35.328088017769495,32.781954058723166,"32.7820,35.3281",83693,7437,"Hof HaCarmel Regional Council, Israel","1, Beit Rimon, Israel",29953.57363229465,transit,14.49951123789979,0.35789819497801073
בית שערים,248,BET SHE'ARIM,2,הצפון,23,יזרעאל,235.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,814.0,814.0,800.0,0.0,1936,310,1.0,2169973357.0,74.0,254.0,10004411.0,2021,Bet She'arim,213.0,35.178140126909135,32.696621019891566,"32.6966,35.1781",45094,4819,"Hof HaCarmel Regional Council, Israel","Shvil He'halav 2013, Beit She'arim, Israel",19809.945890995015,transit,14.79888051620296,0.43930336388422
בית שקמה,747,BET SHIQMA,6,הדרום,61,אשקלון,614.0,36.0,מועצה אזורית חוף אשקלון,,1.0,878.0,874.0,855.0,4.0,1950,310,1.0,1628461632.0,53.0,633.0,10001829.0,2021,Bet Shiqma,620.0,34.60762848132248,31.63788553933611,"31.6379,34.6076",136035,12614,"Hof HaCarmel Regional Council, Israel","583, Beit Shikma, Israel",134989.24514446114,transit,38.525549589349936,0.9923126044360726
ביתן אהרן,252,BITAN AHARON,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,142.0,142.0,137.0,0.0,1936,310,10.0,1880069686.0,25.0,409.0,15000060.0,2021,Bitan Aharon,,34.870219217221965,32.365154570260046,"32.3652,34.8702",42154,3904,"Hof HaCarmel Regional Council, Israel","Derech Hailanot 24, Bitan Aharon, Israel",50438.62103196162,transit,46.51102349258757,1.1965322634141866
בלפוריה,94,BALFURYA,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,530.0,530.0,515.0,0.0,1922,310,1.0,2280972620.0,86.0,254.0,10004394.0,2021,Balfurya,213.0,35.296443066386836,32.63013367327053,"32.6301,35.2964",63170,6202,"Hof HaCarmel Regional Council, Israel","שבעת המינים 19, Balfurya, Israel",33112.744930106455,transit,19.220554941693525,0.5241846593336466
בן עמי,712,BEN AMMI,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,785.0,783.0,761.0,2.0,1949,310,1.0,2119076783.0,28.0,201.0,10004302.0,2021,Ben Ammi,212.0,35.12358046957223,33.00551576520158,"33.0055,35.1236",56998,6405,"Hof HaCarmel Regional Council, Israel","Shvil ha-Rakafot 34, Ben Ami, Israel",24893.062663703346,transit,13.991416953837946,0.4367357216692401
בן שמן (כפר נוער),1084,BEN SHEMEN(K.NO'AR),4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,667.0,663.0,600.0,4.0,1921,340,,1932665185.0,69.0,424.0,10002261.0,2021,Ben Shemen(K.No'ar),,34.92733682272087,31.959401016312945,"31.9594,34.9273",,,"Hof HaCarmel Regional Council, Israel","31.9594,34.9273",94170.0381910945,transit,,
בן שמן (מושב),2013,BEN SHEMEN (MOSHAV),4,המרכז,43,רמלה,432.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,876.0,876.0,865.0,0.0,1952,310,1.0,1928365110.0,65.0,424.0,10002261.0,2021,Ben Shemen (Moshav),,34.922808976807076,31.952627473047528,"31.9526,34.9228",98890,8800,"Hof HaCarmel Regional Council, Israel","Derech HaTamar 116, Ben Shemen, Israel",94955.94066402566,transit,38.84561208982868,0.9602178244921191
בני דרום,592,BENE DAROM,4,המרכז,44,רחובות,441.0,29.0,מועצה אזורית חבל יבנה,143.0,1.0,949.0,948.0,947.0,1.0,1949,320,2.0,1708963652.0,35.0,456.0,10001836.0,2021,Bene Darom,420.0,34.691480704667086,31.820419944898333,"31.8204,34.6915",113360,9524,"Hof HaCarmel Regional Council, Israel","1, Bnei Darom, 79250, Israel",113304.84938983394,transit,42.828376501827194,0.999513491441725
בני נצרים,1363,BNE NETSARIM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,902.0,902.0,902.0,0.0,2010,310,11.0,1346156141.0,99.0,651.0,10001893.0,2021,Bne Netsarim,620.0,34.31475283383099,31.14097704878076,"31.1410,34.3148",222255,15450,"Hof HaCarmel Regional Council, Israel","סמדר, Bnei Netsarim, Israel",196108.53248630743,transit,45.69519203564445,0.8823582483467524
בני עטרות,448,BENE ATAROT,4,המרכז,42,פתח תקווה,422.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,961.0,961.0,953.0,0.0,1948,310,1.0,1920265901.0,52.0,424.0,10002116.0,2021,Bene Atarot,,34.91401691911333,32.023940532788224,"32.0239,34.9140",78344,6797,"Hof HaCarmel Regional Council, Israel","Rishonim 207, Bnei Atarot, Israel",87137.51723241257,transit,46.15198794125133,1.1122423827276189
בניה,685,BENAYA,4,המרכז,44,רחובות,441.0,28.0,מועצה אזורית ברנר,143.0,1.0,764.0,764.0,763.0,0.0,1949,310,1.0,1767263908.0,32.0,456.0,15002488.0,2021,Benaya,420.0,34.75294335713391,31.84373942441373,"31.8437,34.7529",121364,12542,"Hof HaCarmel Regional Council, Israel","20, Bnaya, Israel",109392.39507743466,transit,31.39950743731181,0.901357857992771
בצת,589,BEZET,2,הצפון,24,עכו,245.0,4.0,מועצה אזורית מטה אשר,,1.0,369.0,361.0,355.0,8.0,1949,310,1.0,2129677511.0,29.0,201.0,10004302.0,2021,Bezet,212.0,35.13487204945072,33.07116343238894,"33.0712,35.1349",74318,8803,"Hof HaCarmel Regional Council, Israel","34CP+92, Betzet, Israel",32008.099686358713,transit,13.0897601807215,0.4306910800392733
בקוע,864,BEQOA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,,1.0,826.0,825.0,811.0,1.0,1951,310,1.0,1930663736.0,149.0,151.0,15000597.0,2021,Beqoa,,34.925615274339044,31.828723552835893,"31.8287,34.9256",152907,9882,"Hof HaCarmel Regional Council, Israel","35, Beko'a, Israel",108671.11783156045,transit,39.588749665413644,0.7107007385637051
